age,workclass,education,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,income
68,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,0
40,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,1
24,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,1
17,Private,School,Never-married,Other-service,Own-child,White,Male,0,0,30,0
46,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,0
40,State-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,49,0
43,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,0
30,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,3103,0,55,1
56,Private,School,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,0
44,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,1
18,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,0
25,Private,Bachelors,Never-married,Sales,Own-child,White,Female,0,0,20,0
46,Local-gov,School,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,1
44,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,0
25,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,40,0
24,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,0
37,Private,Bachelors,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,0
29,Private,Assoc-voc,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,0
30,State-gov,Some-college,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,0,0,84,0
41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
26,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,0
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
45,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0,0,35,0
29,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,0
27,State-gov,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,58,0
37,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,1
57,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,1
28,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,40,0
32,Private,Masters,Never-married,Sales,Own-child,Black,Male,0,0,40,0
47,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,0
41,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,0,0,60,0
34,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,1485,40,0
35,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
40,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,1
48,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,1
54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,0
37,Self-emp-not-inc,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,30,0
24,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,0
27,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,0
38,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
32,Private,School,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,15,0
49,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,1
23,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,0
25,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
57,Local-gov,HS-grad,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,0,30,0
23,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,4650,0,50,0
30,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,40,0
21,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,3,0
41,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,1
28,Private,Some-college,Never-married,Prof-specialty,Not-in-family,Black,Female,3325,0,50,0
33,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,1
32,Private,Some-college,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,Male,0,1980,40,0
25,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
24,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,0
28,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,0,0,70,0
20,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,8,0
30,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,1
42,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,1
42,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
26,Private,Assoc-voc,Separated,Adm-clerical,Unmarried,White,Female,0,0,35,0
37,Private,School,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,0,33,0
36,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,0
51,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,1
38,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,1
43,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,0
38,Local-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,0
29,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,0
39,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,1
57,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,0
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,0
60,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,1
69,Private,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Female,2964,0,6,0
72,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,0
54,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,40,0
34,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,55,1
23,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,0
49,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,0
35,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,0
38,Self-emp-not-inc,HS-grad,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,50,0
31,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,0
34,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,0,0,15,0
47,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,40,0
44,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
45,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,1590,40,0
71,Self-emp-not-inc,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,8,0
46,Private,Assoc-acdm,Divorced,Sales,Unmarried,White,Female,0,0,38,0
22,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,55,0
31,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,1
38,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,0
42,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,37,1
29,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,0,0,35,0
23,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,35,0
43,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,1
48,State-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,0
50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,1
78,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,1,0
29,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,0
47,Private,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
39,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,0
46,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,0,0,48,0
26,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Male,0,0,40,0
44,Private,School,Never-married,Other-service,Unmarried,Black,Female,0,0,40,0
64,Private,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,0
36,State-gov,Bachelors,Never-married,Protective-serv,Unmarried,Black,Female,0,0,40,0
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,0
19,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,20,0
30,Private,School,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,0
41,Private,Some-college,Separated,Other-service,Not-in-family,Black,Male,0,0,40,0
29,Federal-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,0,1408,40,0
26,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,0
51,Self-emp-not-inc,School,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
49,Local-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,0
59,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,1
60,Private,Some-college,Widowed,Prof-specialty,Not-in-family,Black,Female,0,0,40,0
32,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,0
47,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,7298,0,45,1
32,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,0
47,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,1
69,State-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,0
21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,40,0
36,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,0
90,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,2964,0,12,0
32,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,1
23,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,0
31,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,0
22,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,0
28,Local-gov,HS-grad,Separated,Transport-moving,Own-child,White,Female,0,0,25,0
47,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,0,0,50,0
34,Private,Some-college,Never-married,Other-service,Unmarried,White,Female,0,0,40,0
34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,1
69,Private,School,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,34,0
61,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
75,Private,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,6,0
47,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
35,Private,Some-college,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,0
31,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,0
47,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,0
50,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,1
30,Private,School,Never-married,Other-service,Own-child,White,Female,0,0,19,0
25,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,0
53,Local-gov,HS-grad,Widowed,Other-service,Not-in-family,White,Female,0,0,30,0
36,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,25236,0,40,1
46,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,5,0
22,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Female,0,0,16,0
26,Federal-gov,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,0,0,50,0
44,Private,HS-grad,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,40,0
65,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,0
54,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,25,1
26,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
39,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,1
36,Private,Bachelors,Divorced,Tech-support,Unmarried,White,Male,0,0,20,0
28,Private,HS-grad,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,16,0
24,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,0
31,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,0
55,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,1
34,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,1
47,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,60,0
31,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,0
70,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,5,0
35,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Male,0,0,38,0
51,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,36,0
61,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,1
33,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,30,0
51,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,1
19,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,0
50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,0
60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,0
54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
35,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,0
40,Private,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,0
37,Self-emp-not-inc,Some-college,Separated,Other-service,Own-child,White,Female,0,0,40,0
33,Private,School,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,0
35,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,1
17,Private,School,Never-married,Other-service,Own-child,White,Male,0,0,20,0
25,Private,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,0,0,30,0
31,Private,Assoc-acdm,Divorced,Tech-support,Not-in-family,White,Female,0,0,44,0
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,1
47,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,1
40,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,1
45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,1887,60,1
22,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,1
49,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,0
31,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,0
30,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,0
27,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,0,0,37,0
34,Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,0
28,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,21,0
22,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,36,0
63,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,2290,0,20,0
42,Private,Assoc-voc,Divorced,Craft-repair,Not-in-family,White,Male,0,0,35,0
53,Self-emp-not-inc,Masters,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,1
31,State-gov,School,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,0
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,0
64,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,5,0
38,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,40,0
38,Self-emp-not-inc,School,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,1
33,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,6849,0,50,0
21,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,0
51,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,1
24,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,0
35,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,1
38,Private,HS-grad,Divorced,Prof-specialty,Unmarried,Black,Female,0,0,40,0
53,Federal-gov,HS-grad,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,0
59,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,48,1
41,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,0
22,Private,Some-college,Never-married,Sales,Other-relative,White,Male,0,0,65,0
53,Private,School,Widowed,Sales,Unmarried,Black,Female,0,0,25,0
25,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,0,0,60,0
44,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,1
23,Private,HS-grad,Never-married,Exec-managerial,Own-child,White,Female,0,0,45,0
35,Private,School,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,40,0
36,Self-emp-not-inc,Bachelors,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,0
63,Private,School,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,44,0
24,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Male,0,0,45,0
37,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,0
35,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,0,0,25,0
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,0
30,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,0,0,36,0
27,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,0
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,0
36,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,0
42,Local-gov,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,0,0,50,0
23,Private,School,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,30,0
20,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,0
48,Private,Some-college,Never-married,Other-service,Unmarried,Black,Female,0,0,40,0
54,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,0
35,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,52,0
44,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,1
36,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0,0,35,0
51,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,0
61,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,0
60,Federal-gov,Some-college,Divorced,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,0
32,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1672,60,0
66,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,6,0
41,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,1
